feat_mean,feat_std,feat_min,feat_max,feat_median,feat_skew,feat_kurt,feat_energy,feat_zcr,Activity
-0.6169734015978612,0.5880728414724583,-1.0,1.0,-0.9851801,1.3608074450100667,0.5339574024217115,0.7264858451567262,0.20892857142857144,4
-0.6474526478235291,0.5354412730397557,-1.0,0.99712219,-0.9868687,1.358073093989883,0.7278410437488421,0.7058922880481326,0.1875,4
-0.6520259837117648,0.5295018294839525,-1.0,0.99712219,-0.98683108,1.3597772331914557,0.7377542354967539,0.7055100708621472,0.18392857142857144,4
-0.6575349533367559,0.5319694384183702,-1.0,1.0,-0.9894128,1.4121433261616978,0.8975549839480399,0.7153436982707265,0.18035714285714285,4
-0.6540579561960785,0.5331817814720294,-1.0,0.99745314,-0.99091458,1.388527094765758,0.7937700808634829,0.712074622157078,0.1875,4
-0.659554030525312,0.5317740063706327,-1.0,0.99745314,-0.99226365,1.3991389123638616,0.7905044943193196,0.7177951130336577,0.19464285714285715,4
-0.6451167750695187,0.5351791065433256,-1.0,0.99657686,-0.9874657,1.3357000690390985,0.6577018073851164,0.7025923295566088,0.175,4
-0.6453253838875043,0.5349730483328141,-1.0,0.99657686,-0.98682857,1.3106304870531367,0.5516835013789865,0.7026410135320583,0.19107142857142856,4
-0.6414820998155079,0.5394798329761752,-1.0,0.99672283,-0.98937062,1.2949518575642778,0.48407311629410454,0.7025377745717153,0.20535714285714285,4
-0.6472909977628882,0.5232893428840028,-1.0,0.99443314,-0.98537015,1.3137833664240837,0.6326157537537278,0.6928173721608465,0.18392857142857144,4
-0.6440863860828877,0.5311468786389609,-1.0,0.99488906,-0.98518051,1.3170074836819738,0.5982713972883174,0.6969642794252262,0.2017857142857143,4
-0.6588256985023179,0.5383240535182917,-1.0,0.99756624,-0.99407242,1.401834533846292,0.7332302032763169,0.7238440876034316,0.19107142857142856,4
-0.6540204039765237,0.5424134105274342,-1.0,0.99902394,-0.99568481,1.3766506649943584,0.6841602969306146,0.7219549967376186,0.19464285714285715,4
-0.65387513993155,0.547146332447993,-1.0,0.99853798,-0.9958077,1.3705464048040241,0.6178977705844373,0.726921807731794,0.1982142857142857,4
-0.60943354542139,0.5584908905266585,-1.0,0.99689158,-0.9561298,1.3233252025264426,0.6206253350052631,0.6833213210861462,0.21785714285714286,4
-0.6405113214340465,0.5551161943095092,-1.0,0.99830234,-0.98659163,1.3707893535187363,0.6689959347809662,0.7184087420698612,0.18928571428571428,4
-0.6535089305529407,0.5371285029017233,-1.0,0.99911083,-0.99046331,1.3943845891771098,0.7802711075711843,0.7155809509418957,0.19285714285714287,4
-0.6533916695500892,0.5327214345588838,-1.0,0.99781159,-0.9920442,1.3472177593864993,0.6466857953850522,0.7107128006759279,0.19642857142857142,4
-0.6554488359944749,0.5428226165688459,-1.0,0.99881033,-0.9954067,1.4013305587681597,0.7830144992346839,0.7242695696651581,0.18928571428571428,4
-0.6455275882814614,0.5546917867489086,-1.0,0.99999475,-0.99599673,1.3424394521129919,0.5598903069278047,0.724388845519178,0.1982142857142857,4
-0.6560999426306596,0.5510546626873795,-1.0,0.99923251,-0.99644693,1.4015207945170336,0.684135502702345,0.7341283759894562,0.18214285714285713,4
-0.6541357698017825,0.5623315422431969,-1.0,0.99923251,-0.995367,1.4270121294733775,0.6794319049001696,0.744110368735783,0.17857142857142858,4
-0.6515058953174695,0.5523196332858226,-1.0,0.99932569,-0.99495448,1.377392491322441,0.616541237859356,0.7295169089464022,0.16785714285714284,4
-0.6599997893636327,0.5443858157450767,-1.0,0.99844816,-0.99505171,1.4146662856907257,0.7292304353889452,0.7319556383444724,0.16428571428571428,4
-0.6505677689636897,0.5485018596923481,-1.0,0.99844816,-0.99435965,1.3818124658678523,0.6586180846334218,0.7240927121003568,0.16785714285714284,4
-0.644122114043494,0.5534818390900276,-1.0,0.9986282,-0.99372716,1.3679286635759254,0.6369432981928931,0.7212354440023392,0.16428571428571428,4
-0.6407872102327812,0.5672187312275798,-1.0,0.99880259,-0.99502186,1.3369034728006648,0.40086640181346533,0.7323453378533348,0.1875,4
-0.5702133574809276,0.544994202193076,-1.0,0.99917535,-0.91230496,1.1631291085056075,0.3732609817451147,0.6221619534737393,0.19107142857142856,3
-0.6251725356759356,0.5647783578866538,-1.0,0.99917934,-0.9751931,1.3235585769131168,0.48588589064025545,0.7098152929006243,0.21607142857142858,3
-0.6374879070641711,0.5524347883932312,-1.0,0.99894712,-0.9833129,1.3273160408899174,0.5112461897674754,0.7115750270801318,0.1875,3
-0.5599680982074866,0.5149343312889877,-1.0,0.92777936,-0.80764453,1.1858808724928478,0.3438677179715208,0.5787216365501463,0.19107142857142856,3
-0.5287451314519611,0.5270327611109105,-1.0,0.92517611,-0.7849503,1.05837830181766,-0.047471835722183275,0.557334945318342,0.23214285714285715,3
-0.5566764546344032,0.5445351038621455,-1.0,0.99083648,-0.86135444,1.1784254495986988,0.24757162542097744,0.6064071544824859,0.20535714285714285,3
-0.6331799134160428,0.541833295753209,-1.0,0.99217287,-0.97568254,1.3442336462934523,0.662928645210596,0.6945001231403319,0.1875,3
-0.6314286027467023,0.5647532005911576,-1.0,0.99923611,-0.98051312,1.3042387153275672,0.3640484016409151,0.7176482579446088,0.19464285714285715,3
-0.6451366568639927,0.5572601977205991,-1.0,0.99923611,-0.99360889,1.348383694472301,0.45623703732181964,0.7267402339932496,0.1732142857142857,3
-0.6462048363519606,0.5503255294701339,-1.0,0.99792758,-0.99510985,1.3175920508587877,0.37259662225005696,0.7204388789112471,0.18035714285714285,3
-0.6512089554618538,0.5452295711891169,-1.0,0.99782528,-0.99550531,1.3315324696035624,0.43958150300964594,0.7213483889727869,0.15892857142857142,3
-0.6126891812864523,0.5503930382521461,-1.0,0.99747084,-0.96212264,1.264521101364649,0.4142074931070536,0.6783205294218921,0.18392857142857144,3
-0.6293722208493762,0.5382126042689374,-1.0,0.99990761,-0.97632842,1.310179392710875,0.573866281717816,0.6857821997708282,0.19107142857142856,3
-0.6385997397381641,0.5433500769113544,-1.0,0.99915479,-0.99079221,1.3175161738865133,0.5135192090633449,0.7030389336732259,0.1875,3
-0.647367776978432,0.5388677284250393,-1.0,0.99740007,-0.99115707,1.3251628002933564,0.522663091224449,0.7094634674079584,0.18035714285714285,3
-0.6472919313338682,0.5368237943652744,-1.0,0.99740007,-0.99192262,1.3010762981169492,0.44939848119642933,0.7071666305666591,0.1732142857142857,3
-0.641141104321693,0.5482464904571741,-1.0,0.9988893,-0.9922712,1.2868344982964515,0.3318803875811631,0.7116361299494492,0.19464285714285715,3
-0.6402333893827092,0.5476751030905871,-1.0,0.99831071,-0.9922712,1.2868291540220007,0.36474009405653707,0.7098468114257568,0.19107142857142856,3
-0.6510222192998216,0.5376593599932166,-1.0,0.99831071,-0.99362354,1.3219874114036132,0.4701611872210192,0.71290751741038,0.1875,3
-0.6454400834690378,0.5452964088188389,-1.0,0.99843366,-0.99426792,1.2986096705119632,0.3614733099458354,0.7139410748192404,0.2017857142857143,3
-0.6530148507098039,0.5357301254964368,-1.0,0.99865438,-0.99382695,1.3005040076099086,0.40204537517244177,0.7134351626119753,0.18392857142857144,3
-0.6508111717139046,0.5404629515981699,-1.0,0.99894943,-0.99293812,1.3298444335382171,0.48066112625844104,0.7156553832778287,0.18392857142857144,3
-0.6491838285080217,0.5365816259016603,-1.0,0.99915863,-0.9940028,1.300304548574449,0.4228433681341306,0.7093594844516008,0.18392857142857144,3
-0.6458733902639925,0.5471483410791806,-1.0,0.99712943,-0.99309444,1.3061479051946607,0.3836671442153343,0.7165237433968028,0.18035714285714285,3
-0.6031323822102135,0.5366809543829701,-1.0,0.96946171,-0.91028972,1.30180441401331,0.5297873469546066,0.6517951172679828,0.22678571428571428,5
-0.6347152696119435,0.5490606142861479,-1.0,0.99793005,-0.98641994,1.3303946381508749,0.5495246033033823,0.7043310316388444,0.2125,5
-0.6333037751529232,0.5577703302126787,-1.0,0.99938887,-0.99376242,1.287693027029591,0.3285719159199436,0.7121814128885045,0.18035714285714285,5
-0.6436037511382531,0.5522604748993014,-1.0,0.9992703,-0.99535899,1.2968009903463533,0.3281733869297776,0.7192174206152322,0.19107142857142856,5
-0.6573099944014258,0.539446637740357,-1.0,0.9992703,-0.99556295,1.361587716367581,0.5581830579945173,0.72305910370938,0.1875,5
-0.6497617200882889,0.5447245159043748,-1.0,0.99914814,-0.99435866,1.3168343837486547,0.3902723275261528,0.7189150911193473,0.19107142857142856,5
-0.6424621587071305,0.5498807007651934,-1.0,0.99902288,-0.9935332,1.292384261862503,0.3247436696145187,0.7151264104446461,0.1875,5
-0.6548213885563285,0.5402200238420286,-1.0,0.99902288,-0.99469772,1.3236769784945952,0.41626825965673797,0.7206287250707197,0.20892857142857144,5
-0.6504075824711771,0.5472053187773419,-1.0,0.99946736,-0.99422415,1.3251216992828858,0.41527582642085203,0.7224636842342125,0.1767857142857143,5
-0.6407113575363639,0.5608578711492693,-1.0,0.99959075,-0.99394407,1.3136736663728237,0.33837577557042,0.7250725953061787,0.19464285714285715,5
-0.6492757673274506,0.5477481086523115,-1.0,0.99890047,-0.99518579,1.3457394123126227,0.47815016767660445,0.7215870125708347,0.19464285714285715,5
-0.6476666529085561,0.5562895068946384,-1.0,0.99854398,-0.99564634,1.3439939591856374,0.43314637566622594,0.7289301087708507,0.19107142857142856,5
-0.6452821742832436,0.5529143370124601,-1.0,0.99904133,-0.99462774,1.31371713079985,0.3790626645535897,0.7221033485216388,0.18035714285714285,5
-0.55111433523672,0.5386282026310171,-1.0,0.98109785,-0.86655357,1.139350474915885,0.20265346969536902,0.5938473511729323,0.20892857142857144,5
-0.6071542232689838,0.5637873677328354,-1.0,0.99229315,-0.95311651,1.2994563910989712,0.46625213400974674,0.6864924468484828,0.21607142857142858,5
-0.5110763018067737,0.51140425365683,-1.0,0.90385502,-0.68689626,0.990165120539602,-0.09351843397231407,0.5227332969267876,0.2642857142857143,5
-0.4894056984593582,0.5216967464709782,-1.0,0.98876634,-0.68333473,0.9776507914559361,-0.08536682023804465,0.5116854329628973,0.2571428571428571,5
-0.5831012130039221,0.5312337332318962,-1.0,0.99493808,-0.86174745,1.2731558738119553,0.548146292147544,0.6222163039301428,0.23035714285714284,5
-0.5326585639616221,0.506319872176321,-1.0,0.99127114,-0.7482533,1.1019299004967713,0.13590102213776145,0.5400849587223037,0.2375,5
-0.3795845993600713,0.5018077313990179,-1.0,0.89506685,-0.50012558,0.5845856685993863,-0.7662154168197186,0.3958954673631752,0.30714285714285716,5
-0.3808707336891268,0.4988169869772707,-1.0,0.97046306,-0.48420622,0.6304204422443845,-0.5603838371300061,0.3938809022779761,0.30357142857142855,5
-0.5368642620490021,0.5390791675818776,-1.0,0.99232072,-0.84374544,1.0716378400676216,0.03681361349501522,0.5788295847861882,0.26607142857142857,5
-0.6135482561286274,0.5423082282916932,-1.0,0.9993499,-0.95507867,1.3315439801882065,0.7072957362188799,0.6705396770713554,0.22321428571428573,5
-0.6303479225472367,0.5426415221653474,-1.0,0.99560526,-0.97448174,1.3375323944747126,0.673954650526186,0.6917983250375433,0.21607142857142858,5
-0.6372175889872194,0.5579949757446059,-1.0,0.99679261,-0.99015949,1.345510580396084,0.5728129012426195,0.7174046486709085,0.2125,5
-0.6483956936251876,0.54644328776942,-1.0,0.99870606,-0.99150563,1.3733755057126253,0.6617983224553301,0.7190172422599406,0.18571428571428572,5
-0.6578086040042784,0.5403197637826591,-1.0,0.99820036,-0.9923007,1.4043024632285033,0.7337108125588143,0.7246576066362062,0.2017857142857143,5
-0.37376223292235267,0.4620591807604313,-1.0,0.96074833,-0.41283607,0.6685472856208787,-0.20550233762744474,0.35319689328410414,0.23214285714285715,0
-0.33687413870962585,0.4477182097237103,-1.0,0.95340699,-0.37469642,0.5441562136679002,-0.365348173360422,0.31393578064955613,0.2571428571428571,0
-0.341955119642424,0.45505229082745097,-1.0,0.95340699,-0.37731132,0.5622332596972714,-0.3634068709932019,0.32400589123697554,0.26071428571428573,0
-0.3038047106496435,0.447500783173813,-1.0,0.96273657,-0.28431709,0.43676348961933076,-0.3867213967619416,0.2925542531540897,0.2785714285714286,0
-0.30301339254884146,0.45204341588420327,-1.0,0.96076124,-0.28524022,0.41683194831910036,-0.37810704228214886,0.29616036590821704,0.2857142857142857,0
-0.3141937216709449,0.4463798277200698,-1.0,0.96076124,-0.33830647,0.5033898957894172,-0.3559974113942519,0.29797264533283846,0.2571428571428571,0
-0.3340042551226378,0.45825694637574393,-1.0,0.97695238,-0.37207029,0.5267008040683941,-0.34931937276394054,0.3215582713416497,0.26071428571428573,0
-0.3178551602629769,0.4524343130031554,-1.0,0.96117913,-0.32760502,0.4499837841177486,-0.40034007038023045,0.3057287104884398,0.275,0
-0.36829266517716575,0.46192146211985013,-1.0,0.95787983,-0.41038051,0.6866654625256114,-0.15657620121283067,0.34901092439023984,0.23214285714285715,0
-0.3379283284060607,0.4511047574266333,-1.0,0.96270813,-0.35439402,0.5592670721580941,-0.3550425734615241,0.31769105731225583,0.26785714285714285,0
-0.34428011316866286,0.44636124559736645,-1.0,0.96171457,-0.36734147,0.5408068733816339,-0.3294585772456733,0.3177671578946603,0.23214285714285715,0
-0.3207944289053475,0.44496433586105416,-1.0,0.95376412,-0.32780847,0.47768568710589276,-0.37482075405564474,0.3009023258049769,0.2642857142857143,0
-0.3039725512438325,0.4581159999665131,-1.0,0.95275431,-0.32118897,0.44967577415708176,-0.4410649317992448,0.3022695813350028,0.28214285714285714,0
-0.29071241636003575,0.4449940591274381,-1.0,0.95275431,-0.28965059,0.40437535856786333,-0.4277757701332914,0.2825334216846048,0.3107142857142857,0
-0.2989293482824956,0.44873615674117756,-1.0,0.95564078,-0.27564792,0.4450417014530711,-0.3323698612108714,0.2907228936314406,0.2714285714285714,0
-0.303826568447665,0.4538996223635979,-1.0,0.96774916,-0.29279134,0.45739326439589784,-0.34470155377746536,0.2983354508765003,0.29642857142857143,0
-0.3081410805678788,0.4478325777927422,-1.0,0.96367366,-0.29373335,0.40419282490933456,-0.38330688879512564,0.29550494326603255,0.28214285714285714,0
-0.30330794688502694,0.4379840826196167,-1.0,0.95769745,-0.29512001,0.43523670329695224,-0.3202908581117727,0.28382576727175757,0.2714285714285714,0
-0.2976450639761141,0.4524741851867936,-1.0,0.95769745,-0.29275118,0.40616161306921406,-0.40973961114555246,0.2933254723697977,0.3,0
-0.3132976819155082,0.44048596229183434,-1.0,0.96157546,-0.32010923,0.48091825204832417,-0.3431056835776918,0.2921833204697945,0.2785714285714286,0
-0.30987440969939284,0.44514437754036884,-1.0,0.96883594,-0.29390855,0.467232633648297,-0.32014372432335847,0.2941756666423495,0.2892857142857143,0
-0.29618439917406403,0.4474067633214273,-1.0,0.98443081,-0.32123201,0.4720380347904429,-0.33706521847729265,0.28789801017985756,0.2785714285714286,0
-0.3099343960003566,0.4457946802311975,-1.0,0.94866336,-0.31519108,0.5031715044625371,-0.2902740689678449,0.2947922267465413,0.25,0
-0.2593710357673798,0.44059013233980276,-1.0,0.94866336,-0.25414569,0.3179588328195908,-0.4527808114747338,0.2613929989102482,0.3107142857142857,0
-0.28338473121461677,0.44583500666292913,-1.0,0.95110648,-0.27850319,0.4145308361855493,-0.37196219319480495,0.27907575905171483,0.32142857142857145,0
-0.2932896506251339,0.46148139886333917,-1.0,0.95110648,-0.28821455,0.4194079397437681,-0.49719530106838583,0.29898390066067704,0.32857142857142857,0
-0.30237481199055266,0.45593327284808,-1.0,0.95466474,-0.31254769,0.46594584991282545,-0.4391516570883254,0.2993056762162838,0.29285714285714287,0
-0.33542888795046316,0.4533741541990196,-1.0,0.95547642,-0.37581823,0.5637406002956362,-0.344316905070595,0.31806066256736104,0.25,0
-0.312844901594547,0.4484668192991242,-1.0,0.97340828,-0.32622422,0.4438281043502849,-0.3899978365284196,0.29899442046597524,0.29285714285714287,0
-0.2934701677096613,0.4446444799416656,-1.0,0.96862127,-0.2785755,0.3807918133357185,-0.3643661286803064,0.28383345287813094,0.2892857142857143,0
-0.30309616259365413,0.4405416175313676,-1.0,0.96570391,-0.30339066,0.45117447922232495,-0.29138435378944827,0.2859442005561524,0.28214285714285714,0
-0.3067189028461674,0.44765321995073615,-1.0,0.95842022,-0.29987407,0.4192409698090944,-0.4100928477746586,0.2944698906954188,0.29285714285714287,0
-0.3164004440721926,0.4538898766030942,-1.0,0.95842022,-0.32030124,0.47574977597824875,-0.39813598315872056,0.3061252610918527,0.2892857142857143,0
-0.2718439782148377,0.45291537110137037,-1.0,0.95537902,-0.26928097,0.4269017560595141,-0.3420076717567815,0.2790314818715614,0.3392857142857143,0
-0.3113968861128345,0.4546983587737122,-1.0,0.94611355,-0.34420188,0.5243346701865004,-0.29197451968341337,0.3037186181522769,0.2642857142857143,0
